Timestamp,Diff
2013-04-29 22:00:00,235.637
2013-04-29 23:00:00,364.811
2013-04-30 00:00:00,177.437
2013-04-30 01:00:00,631.676
2013-04-30 02:00:00,237.056
2013-04-30 03:00:00,447.142
2013-04-30 04:00:00,305.192
2013-04-30 05:00:00,205.827
2013-04-30 06:00:00,195.891
2013-04-30 07:00:00,164.662
2013-04-30 08:00:00,195.891
2013-04-30 09:00:00,220.022
2013-04-30 10:00:00,150.467
2013-04-30 11:00:00,268.285
2013-04-30 12:00:00,476.951
2013-04-30 13:00:00,366.23
2013-04-30 14:00:00,327.904
2013-04-30 15:00:00,191.632
2013-04-30 16:00:00,336.421
2013-04-30 17:00:00,176.018
2013-04-30 18:00:00,286.738
2013-04-30 19:00:00,177.437
2013-04-30 20:00:00,204.408
2013-04-30 21:00:00,326.484
2013-04-30 22:00:00,326.484
2013-04-30 23:00:00,127.755
2013-05-01 00:00:00,241.315
2013-05-01 01:00:00,231.378
2013-05-01 02:00:00,188.793
2013-05-01 03:00:00,224.281
2013-05-01 04:00:00,205.827
2013-05-01 05:00:00,224.281
2013-05-01 06:00:00,174.598
2013-05-01 07:00:00,166.081
2013-05-01 08:00:00,204.408
2013-05-01 09:00:00,246.992
2013-05-01 10:00:00,462.756
2013-05-01 11:00:00,624.579
2013-05-01 12:00:00,329.323
2013-05-01 13:00:00,184.535
2013-05-01 14:00:00,271.124
2013-05-01 15:00:00,185.954
2013-05-01 16:00:00,136.272
2013-05-01 17:00:00,154.725
2013-05-01 18:00:00,381.845
2013-05-01 19:00:00,285.319
2013-05-01 20:00:00,170.34
2013-05-01 21:00:00,384.684
2013-05-01 22:00:00,204.408
2013-05-01 23:00:00,207.247
2013-05-02 00:00:00,241.314
2013-05-02 01:00:00,156.145
2013-05-02 02:00:00,218.603
2013-05-02 03:00:00,217.183
2013-05-02 04:00:00,144.789
2013-05-02 05:00:00,136.272
2013-05-02 06:00:00,129.174
2013-05-02 07:00:00,139.111
2013-05-02 08:00:00,276.802
2013-05-02 09:00:00,281.06
2013-05-02 10:00:00,222.861
2013-05-02 11:00:00,679.939
2013-05-02 12:00:00,222.861
2013-05-02 13:00:00,173.179
2013-05-02 14:00:00,132.013
2013-05-02 15:00:00,377.586
2013-05-02 16:00:00,238.475
2013-05-02 17:00:00,107.882
2013-05-02 18:00:00,112.14
2013-05-02 19:00:00,210.086
2013-05-02 20:00:00,161.823
2013-05-02 21:00:00,149.047
2013-05-02 22:00:00,158.984
2013-05-02 23:00:00,141.95
2013-05-03 00:00:00,163.242
2013-05-03 01:00:00,177.437
2013-05-03 02:00:00,300.933
2013-05-03 03:00:00,132.013
2013-05-03 04:00:00,141.95
2013-05-03 05:00:00,137.691
2013-05-03 06:00:00,139.111
2013-05-03 07:00:00,130.594
2013-05-03 08:00:00,241.315
2013-05-03 09:00:00,462.756
2013-05-03 10:00:00,248.412
2013-05-03 11:00:00,149.047
2013-05-03 12:00:00,167.501
2013-05-03 13:00:00,255.509
2013-05-03 14:00:00,185.954
2013-05-03 15:00:00,185.954
2013-05-03 16:00:00,89.428
2013-05-03 17:00:00,123.496
2013-05-03 18:00:00,178.857
2013-05-03 19:00:00,127.755
2013-05-03 20:00:00,211.505
2013-05-03 21:00:00,129.174
2013-05-03 22:00:00,158.984
2013-05-03 23:00:00,225.7
2013-05-04 00:00:00,207.247
2013-05-04 01:00:00,161.823
2013-05-04 02:00:00,171.759
2013-05-04 03:00:00,200.149
2013-05-04 04:00:00,309.45
2013-05-04 05:00:00,190.213
2013-05-04 06:00:00,134.852
2013-05-04 07:00:00,163.242
2013-05-04 08:00:00,154.725
2013-05-04 09:00:00,194.471
2013-05-04 10:00:00,174.598
2013-05-04 11:00:00,218.603
2013-05-04 12:00:00,177.437
2013-05-04 13:00:00,139.111
2013-05-04 14:00:00,154.725
2013-05-04 15:00:00,200.149
2013-05-04 16:00:00,113.56
2013-05-04 17:00:00,102.204
2013-05-04 18:00:00,122.077
2013-05-04 19:00:00,241.315
2013-05-04 20:00:00,266.865
2013-05-04 21:00:00,229.959
2013-05-04 22:00:00,256.929
2013-05-04 23:00:00,130.594
2013-05-05 00:00:00,130.594
2013-05-05 01:00:00,117.818
2013-05-05 02:00:00,127.755
2013-05-05 03:00:00,137.691
2013-05-05 04:00:00,132.013
2013-05-05 05:00:00,120.657
2013-05-05 06:00:00,143.369
2013-05-05 07:00:00,122.077
2013-05-05 08:00:00,249.831
2013-05-05 09:00:00,157.564
2013-05-05 10:00:00,333.582
2013-05-05 11:00:00,119.238
2013-05-05 12:00:00,309.45
2013-05-05 13:00:00,117.818
2013-05-05 14:00:00,564.96
2013-05-05 15:00:00,123.496
2013-05-05 16:00:00,95.106
2013-05-05 17:00:00,167.501
2013-05-05 18:00:00,191.632
2013-05-05 19:00:00,154.725
2013-05-05 20:00:00,132.013
2013-05-05 21:00:00,139.111
2013-05-05 22:00:00,127.755
2013-05-05 23:00:00,156.145
2013-05-06 00:00:00,143.369
2013-05-06 01:00:00,178.857
2013-05-06 02:00:00,120.657
2013-05-06 03:00:00,180.276
2013-05-06 04:00:00,150.467
2013-05-06 05:00:00,132.013
2013-05-06 06:00:00,137.691
2013-05-06 07:00:00,132.013
2013-05-06 08:00:00,266.865
2013-05-06 09:00:00,173.179
2013-05-06 10:00:00,184.535
2013-05-06 11:00:00,449.981
2013-05-06 12:00:00,342.099
2013-05-06 13:00:00,161.823
2013-05-06 14:00:00,512.438
2013-05-06 15:00:00,211.505
2013-05-06 16:00:00,254.09
2013-05-06 17:00:00,158.984
2013-05-06 18:00:00,126.335
2013-05-06 19:00:00,161.823
2013-05-06 20:00:00,132.013
2013-05-06 21:00:00,150.467
2013-05-06 22:00:00,174.598
2013-05-06 23:00:00,217.183
2013-05-07 00:00:00,174.598
2013-05-07 01:00:00,207.247
2013-05-07 02:00:00,137.691
2013-05-07 03:00:00,122.077
2013-05-07 04:00:00,132.013
2013-05-07 05:00:00,137.691
2013-05-07 06:00:00,136.272
2013-05-07 07:00:00,150.467
2013-05-07 08:00:00,405.976
2013-05-07 09:00:00,823.308
2013-05-07 10:00:00,535.15
2013-05-07 11:00:00,286.738
2013-05-07 12:00:00,238.476
2013-05-07 13:00:00,593.35
2013-05-07 14:00:00,320.806
2013-05-07 15:00:00,224.281
2013-05-07 16:00:00,177.437
2013-05-07 17:00:00,93.687
2013-05-07 18:00:00,110.721
2013-05-07 19:00:00,1012.101
2013-05-07 20:00:00,116.399
2013-05-07 21:00:00,225.7
2013-05-07 22:00:00,150.467
2013-05-07 23:00:00,235.636
2013-05-08 00:00:00,356.294
2013-05-08 01:00:00,150.467
2013-05-08 02:00:00,130.594
2013-05-08 03:00:00,139.111
2013-05-08 04:00:00,122.077
2013-05-08 05:00:00,117.818
2013-05-08 06:00:00,132.013
2013-05-08 07:00:00,126.335
2013-05-08 08:00:00,217.183
2013-05-08 09:00:00,190.213
2013-05-08 10:00:00,174.598
2013-05-08 11:00:00,139.111
2013-05-08 12:00:00,273.963
2013-05-08 13:00:00,168.92
2013-05-08 14:00:00,110.721
2013-05-08 15:00:00,441.464
2013-05-08 16:00:00,188.793
2013-05-08 17:00:00,410.235
2013-05-08 18:00:00,310.87
2013-05-08 19:00:00,302.353
2013-05-08 20:00:00,161.823
2013-05-08 21:00:00,164.662
2013-05-08 22:00:00,126.335
2013-05-08 23:00:00,140.53
2013-05-09 00:00:00,114.979
2013-05-09 01:00:00,126.335
2013-05-09 02:00:00,130.594
2013-05-09 03:00:00,133.433
2013-05-09 04:00:00,133.433
2013-05-09 05:00:00,300.933
2013-05-09 06:00:00,132.013
2013-05-09 07:00:00,122.077
2013-05-09 08:00:00,183.115
2013-05-09 09:00:00,102.204
2013-05-09 10:00:00,116.399
2013-05-09 11:00:00,174.598
2013-05-09 12:00:00,120.657
2013-05-09 13:00:00,232.798
2013-05-09 14:00:00,136.272
2013-05-09 15:00:00,127.755
2013-05-09 16:00:00,281.06
2013-05-09 17:00:00,157.564
2013-05-09 18:00:00,92.267
2013-05-09 19:00:00,137.691
2013-05-09 20:00:00,95.106
2013-05-09 21:00:00,89.428
2013-05-09 22:00:00,195.891
2013-05-09 23:00:00,218.603
2013-05-10 00:00:00,235.637
2013-05-10 01:00:00,156.145
2013-05-10 02:00:00,143.369
2013-05-10 03:00:00,127.755
2013-05-10 04:00:00,117.818
2013-05-10 05:00:00,113.56
2013-05-10 06:00:00,119.238
2013-05-10 07:00:00,129.174
2013-05-10 08:00:00,520.955
2013-05-10 09:00:00,218.603
2013-05-10 10:00:00,136.272
2013-05-10 11:00:00,380.425
2013-05-10 12:00:00,180.276
2013-05-10 13:00:00,156.145
2013-05-10 14:00:00,106.462
2013-05-10 15:00:00,114.979
2013-05-10 16:00:00,746.655
2013-05-10 17:00:00,122.077
2013-05-10 18:00:00,184.535
2013-05-10 19:00:00,124.916
2013-05-10 20:00:00,126.335
2013-05-10 21:00:00,92.267
2013-05-10 22:00:00,82.331
2013-05-10 23:00:00,160.403
2013-05-11 00:00:00,305.192
2013-05-11 01:00:00,92.267
2013-05-11 02:00:00,204.408
2013-05-11 03:00:00,120.657
2013-05-11 04:00:00,105.043
2013-05-11 05:00:00,144.789
2013-05-11 06:00:00,109.301
2013-05-11 07:00:00,157.564
2013-05-11 08:00:00,188.793
2013-05-11 09:00:00,120.657
2013-05-11 10:00:00,252.67
2013-05-11 11:00:00,404.557
2013-05-11 12:00:00,793.499
2013-05-11 13:00:00,171.759
2013-05-11 14:00:00,424.43
2013-05-11 15:00:00,550.765
2013-05-11 16:00:00,190.213
2013-05-11 17:00:00,86.589
2013-05-11 18:00:00,201.569
2013-05-11 19:00:00,161.823
2013-05-11 20:00:00,117.818
2013-05-11 21:00:00,110.721
2013-05-11 22:00:00,109.301
2013-05-11 23:00:00,114.979
2013-05-12 00:00:00,113.56
2013-05-12 01:00:00,110.721
2013-05-12 02:00:00,149.047
2013-05-12 03:00:00,102.204
2013-05-12 04:00:00,117.818
2013-05-12 05:00:00,120.657
2013-05-12 06:00:00,116.399
2013-05-12 07:00:00,99.365
2013-05-12 08:00:00,211.505
2013-05-12 09:00:00,154.725
2013-05-12 10:00:00,146.208
2013-05-12 11:00:00,127.755
2013-05-12 12:00:00,130.594
2013-05-12 13:00:00,388.942
2013-05-12 14:00:00,117.818
2013-05-12 15:00:00,215.764
2013-05-12 16:00:00,68.136
2013-05-12 17:00:00,265.446
2013-05-12 18:00:00,166.081
2013-05-12 19:00:00,457.078
2013-05-12 20:00:00,106.462
2013-05-12 21:00:00,116.399
2013-05-12 22:00:00,110.721
2013-05-12 23:00:00,113.56
2013-05-13 00:00:00,109.301
2013-05-13 01:00:00,116.399
2013-05-13 02:00:00,109.301
2013-05-13 03:00:00,99.365
2013-05-13 04:00:00,116.399
2013-05-13 05:00:00,113.56
2013-05-13 06:00:00,107.882
2013-05-13 07:00:00,113.56
2013-05-13 08:00:00,105.043
2013-05-13 09:00:00,204.408
2013-05-13 10:00:00,518.116
2013-05-13 11:00:00,430.108
2013-05-13 12:00:00,624.579
2013-05-13 13:00:00,119.238
2013-05-13 14:00:00,432.947
2013-05-13 15:00:00,154.725
2013-05-13 16:00:00,569.218
2013-05-13 17:00:00,549.345
2013-05-13 18:00:00,627.418
2013-05-13 19:00:00,194.471
2013-05-13 20:00:00,222.861
2013-05-13 21:00:00,264.026
2013-05-13 22:00:00,137.691
2013-05-13 23:00:00,610.384
2013-05-14 00:00:00,136.272
2013-05-14 01:00:00,129.174
2013-05-14 02:00:00,113.56
2013-05-14 03:00:00,126.335
2013-05-14 04:00:00,132.013
2013-05-14 05:00:00,112.14
2013-05-14 06:00:00,119.238
2013-05-14 07:00:00,126.335
2013-05-14 08:00:00,204.408
2013-05-14 09:00:00,224.281
2013-05-14 10:00:00,191.632
2013-05-14 11:00:00,146.208
2013-05-14 12:00:00,102.204
2013-05-14 13:00:00,180.276
2013-05-14 14:00:00,205.827
2013-05-14 14:12:24,245.573
2013-05-14 14:15:26,19.873
2013-05-14 14:37:17,0
2013-05-14 14:41:54,0
2013-05-14 15:00:00,0
2013-05-14 16:00:00,0
2013-05-14 17:00:00,0
2013-05-14 18:00:00,0
2013-05-14 19:00:00,0
2013-05-14 20:00:00,0
2013-05-14 21:00:00,0
2013-05-14 22:00:00,0
2013-05-14 23:00:00,0
2013-05-15 00:00:00,0
2013-05-15 01:00:00,0
2013-05-15 02:00:00,0
2013-05-15 03:00:00,0
2013-05-15 04:00:00,0
2013-05-15 05:00:00,0
2013-05-15 06:00:00,0
2013-05-15 07:00:00,0
2013-05-15 08:00:00,0
2013-05-15 09:00:00,285.319
2013-05-15 10:00:00,299.514
2013-05-15 11:00:00,136.272
2013-05-15 12:00:00,170.34
2013-05-15 13:00:00,110.721
2013-05-15 14:00:00,105.043
2013-05-15 15:00:00,122.077
2013-05-15 16:00:00,102.204
2013-05-15 17:00:00,197.31
2013-05-15 18:00:00,215.764
2013-05-15 19:00:00,187.374
2013-05-15 20:00:00,454.239
2013-05-15 21:00:00,268.285
2013-05-15 22:00:00,308.031
2013-05-15 23:00:00,599.028
2013-05-16 00:00:00,376.167
2013-05-16 01:00:00,363.391
2013-05-16 02:00:00,288.158
2013-05-16 03:00:00,106.462
2013-05-16 04:00:00,123.496
2013-05-16 05:00:00,140.53
2013-05-16 06:00:00,109.301
2013-05-16 07:00:00,97.945
2013-05-16 08:00:00,105.043
2013-05-16 09:00:00,110.721
2013-05-16 10:00:00,100.784
2013-05-16 11:00:00,266.865
2013-05-16 12:00:00,153.306
2013-05-16 13:00:00,525.214
2013-05-16 14:00:00,188.793
2013-05-16 15:00:00,183.115
2013-05-16 16:00:00,349.196
2013-05-16 17:00:00,117.818
2013-05-16 18:00:00,114.979
2013-05-16 19:00:00,113.56
2013-05-16 20:00:00,158.984
2013-05-16 21:00:00,134.852
2013-05-16 22:00:00,95.106
2013-05-16 23:00:00,276.802
2013-05-17 00:00:00,140.53
2013-05-17 01:00:00,137.691
2013-05-17 02:00:00,119.238
2013-05-17 03:00:00,146.208
2013-05-17 04:00:00,207.247
2013-05-17 05:00:00,193.052
2013-05-17 06:00:00,137.691
2013-05-17 07:00:00,132.013
2013-05-17 08:00:00,208.666
2013-05-17 09:00:00,149.047
2013-05-17 09:59:12,0
2013-05-17 10:00:00,173.179
2013-05-17 10:04:01,246.992
2013-05-17 10:49:42,0
2013-05-17 10:57:35,0
2013-05-17 10:57:35,0
2013-05-17 10:57:35,0
2013-05-17 10:59:50,0
2013-05-17 11:57:35,0
2013-05-17 12:57:35,0
2013-05-17 13:57:35,0
2013-05-17 14:57:35,0
2013-05-17 15:57:35,0
2013-05-17 16:57:35,0
2013-05-17 17:57:35,0
2013-05-17 18:57:35,0
2013-05-17 19:57:35,0
2013-05-17 20:57:35,0
2013-05-17 21:57:35,0
2013-05-17 22:57:35,0
2013-05-17 23:57:35,0
2013-05-18 00:00:00,0
2013-05-18 01:00:00,0
2013-05-18 02:00:00,0
2013-05-18 03:00:00,0
2013-05-18 04:00:00,0
2013-05-18 05:00:00,0
2013-05-18 06:00:00,0
2013-05-18 07:00:00,0
2013-05-18 08:00:00,0
2013-05-18 09:00:00,132.013
2013-05-18 10:00:00,144.789
2013-05-18 11:00:00,205.827
2013-05-18 12:00:00,241.314
2013-05-18 13:00:00,237.056
2013-05-18 14:00:00,217.183
2013-05-18 15:00:00,252.67
2013-05-18 16:00:00,215.764
2013-05-18 17:00:00,191.632
2013-05-18 18:00:00,183.115
2013-05-18 19:00:00,178.857
2013-05-18 20:00:00,177.437
2013-05-18 21:00:00,200.149
2013-05-18 22:00:00,185.954
2013-05-18 23:00:00,177.437
2013-05-19 00:00:00,185.954
2013-05-19 01:00:00,212.925
2013-05-19 02:00:00,215.764
2013-05-19 03:00:00,200.149
2013-05-19 04:00:00,212.925
2013-05-19 05:00:00,204.408
2013-05-19 06:00:00,234.217
2013-05-19 07:00:00,224.281
2013-05-19 08:00:00,235.636
2013-05-19 09:00:00,244.153
2013-05-19 10:00:00,235.636
2013-05-19 11:00:00,221.442
2013-05-19 12:00:00,210.086
2013-05-19 13:00:00,184.535
2013-05-19 14:00:00,187.374
2013-05-19 15:00:00,195.891
2013-05-19 16:00:00,177.437
2013-05-19 17:00:00,191.632
2013-05-19 18:00:00,238.475
2013-05-19 19:00:00,225.7
2013-05-19 20:00:00,220.022
2013-05-19 21:00:00,218.603
2013-05-19 22:00:00,231.378
2013-05-19 23:00:00,218.603
2013-05-20 00:00:00,252.67
2013-05-20 01:00:00,232.798
2013-05-20 02:00:00,237.056
2013-05-20 03:00:00,254.09
2013-05-20 04:00:00,224.281
2013-05-20 05:00:00,211.505
2013-05-20 06:00:00,239.895
2013-05-20 07:00:00,261.187
2013-05-20 08:00:00,184.535
2013-05-20 09:00:00,215.764
2013-05-20 10:00:00,215.764
2013-05-20 11:00:00,190.213
2013-05-20 12:00:00,229.959
2013-05-20 13:00:00,205.827
2013-05-20 14:00:00,246.992
2013-05-20 15:00:00,212.925
2013-05-20 16:00:00,235.636
2013-05-20 17:00:00,239.895
2013-05-20 18:00:00,229.959
2013-05-20 19:00:00,244.153
2013-05-20 20:00:00,269.704
2013-05-20 21:00:00,212.925
2013-05-20 22:00:00,225.7
2013-05-20 23:00:00,228.539
2013-05-21 00:00:00,178.857
2013-05-21 01:00:00,180.276
2013-05-21 02:00:00,174.598
2013-05-21 03:00:00,153.306
2013-05-21 04:00:00,137.691
2013-05-21 05:00:00,153.306
